'0134624','100  FIREWOOD CIR','RALEIGH NC 27607-4951',,'490-00000-0430','0774 11','04CA018','CARY',,'CARY','CA',,'R12',,,'2006-08-22','0000005353','1998-10-05','08160  0816',,'1992-03-31',115000,,
'0134625','102  FIREWOOD CIR','RALEIGH NC 27607-4951',,'490-00000-0431','0774 11','04CA018','CARY',,'CARY','CA',,'R12',,,,,'2004-11-30','11121  2072','362.00','2004-11-30',181000,,
'0134629','103  FIREWOOD CIR','RALEIGH NC 27607-4951',,'490-00000-0435','0774 11','04CA018','CARY',,'CARY','CA',,'R12',,,'2011-08-29','00012-1412','1984-12-28','03407  0105','135.00','1984-12-28',135000,,
'0134626','104  FIREWOOD CIR','RALEIGH NC 27607-4951',,'490-00000-0432','0774 11','04CA018','CARY',,'CARY','CA',,'R12',,,'2012-07-31','000013-694','1985-03-13','03444  0667','115.50','1985-03-13',115500,,
'0134628','105  FIREWOOD CIR','RALEIGH NC 27607-4951',,'490-00000-0434','0774 11','04CA018','CARY',,'CARY','CA',,'R12',,,'1997-03-03','0000000740','1989-04-26','04479  0043','122.00','1989-04-26',122000,,
'0134627','106  FIREWOOD CIR','RALEIGH NC 27607-4951',,'490-00000-0433','0774 11','04CA018','CARY',,'CARY','CA',,'R12',,,'1992-11-03','0000007684','1995-06-30','06581  0355','337.00','1995-06-30',168500,,
